"codeID","code","selfirst","seltext","selend","fileID"
13,"use of educational TV",365,"‎•‎	Infraestrutura tecnológica para TV Paraíba Educa, ‎",420,45
23,"free Internet access",421,"‎•‎	Desenvolvimento de App para acesso a internet, ‎",473,45
46,"develop/adaptation of learning platforms",474,"‎•‎	Arquitetura virtual para estruturação das salas virtuais, ‎",537,45
68,"partnership with private institutions",155,"‎•‎	Parceria com a Google, ‎",183,44
33,"trainning courses",184,"‎•‎	Planejamento e elaboração de Curso de Formação Continuada ‎
para professores em Ensino Remoto e para o Ensino Híbrido, ‎
‎•‎	Flexibilização no horário de formação do docente, ‎
‎•‎	Utilização da experiência internacional de formação dos ‎
professores da rede estadual para mediação da formação ‎
continuada. ‎",497,44
13,"use of educational TV",400," ‎	Além das ferramentas Google, a experiência da SEECT com a ‎
mediação tecnológica foi decisiva para projetos de resposta imediata ‎
como a TV Paraíba Educa e o App PB educa para os estudantes no ‎
sistema remoto.  ‎",617,43
3,"develop/use of learning mobile apps",400," ‎	Além das ferramentas Google, a experiência da SEECT com a ‎
mediação tecnológica foi decisiva para projetos de resposta imediata ‎
como a TV Paraíba Educa e o App PB educa para os estudantes no ‎
sistema remoto.  ‎",617,43
37,"use/distribution of Google products",130,"A	escolha considerou a experiência de uso das ‎
ferramentas pela rede estadual. Desde 2015 que a SEECT ‎
iniciou experiência com utilização das ferramentas da ‎
Google que foram potencializadas com a formação ‎
ofertada em 2020 e exigidas pelo contexto de pandemia.",395,43
3,"develop/use of learning mobile apps",115,"As ferramentas construídas ou aperfeiçoadas durante o período ‎
de aulas remotas continuarão após Regime Especial de Ensino como ‎
suporte aos professores e estudantes, especialmente em contexto ‎
que o professor tenha dificuldade de acesso ou as ferramentas ‎
complementem o trabalho docente.  ‎",411,42
46,"develop/adaptation of learning platforms",115,"As ferramentas construídas ou aperfeiçoadas durante o período ‎
de aulas remotas continuarão após Regime Especial de Ensino como ‎
suporte aos professores e estudantes, especialmente em contexto ‎
que o professor tenha dificuldade de acesso ou as ferramentas ‎
complementem o trabalho docente.  ‎",411,42
64,"hire teachers",106,"Ampliação do quadro de professores",140,40
33,"trainning courses",142,"formação continuada",161,40
24,"distribute equipment for teaching",165,"aquisição de equipamentos tecnológicos e adaptações dos espaços ‎
escolares, conforme protocolos definidos no Decreto 41.010/2021",294,40
25,"distribute equipment for students",165,"aquisição de equipamentos tecnológicos e adaptações dos espaços ‎
escolares, conforme protocolos definidos no Decreto 41.010/2021",294,40
50,"external assessments",151,"A	Fundação Getúlio Vargas publicou estudo sobre o ‎
desempenho dos estados e capitais brasileiras quanto aos ‎
programas de educação remota durante a pandemia do ‎
Covid-2019 e a Paraíba foi o Estado com a melhor ‎
avaliação, considerando o desempenho da rede de ensino. ",422,39
15,"academic achievements",153,"‎ O engajamento, monitoramento, indicadores de aprendizagem e ‎
resultados Enem 2020.",238,38
46,"develop/adaptation of learning platforms",877,"para a continuidade das atividades escolares, esta Secretaria adotou a ‎
utilização de várias ferramentas tecnológicas que possibilitam a interação entre ‎
os estudantes e o corpo docente",1064,59
13,"use of educational TV",1070," impossibilidade de acesso a estas, ‎
disponibilizou, ainda, a transmissão de videoaulas em TV ",1165,59
1,"distribute paper-based material",1186," ‎
impressos entregues pelas unidades escolares.‎",1235,59
36,"use of video/livestream platforms",1236,"
As aulas transmitidas pela TV, em canal aberto, simultaneamente são ‎
disponibilizadas aos estudantes, via Youtube, no canal ""Aula Paraná Ao Vivo"". ‎
Caso o aluno queira ou precise assistir aulas transmitidas em datas anteriores, ‎
poderá acessá-las, também, pelo canal do Youtube ""Aula Paraná"" e escolher, ‎
pelo ano/série, a data pretendida.‎
",1582,59
13,"use of educational TV",1591,"acesso pela TV ",1606,59
36,"use of video/livestream platforms",1608,"Youtube",1615,59
3,"develop/use of learning mobile apps",1619," estudantes podem acessar os ‎
conteúdos por meio do aplicativo Aula Paraná, disponível para Android e IOS, ",1727,59
23,"free Internet access",2220,"plataforma que dialogasse com as operadoras de telefonia móvel e permitisse ‎
a cobrança de tráfego de dados móveis na modalidade reversa, ou seja, sem a ‎
cobrança pelo uso de dados, nas redes 3G e 4G",2421,59
54,"monitoring access",203,"
Para acompanhar o engajamento dos estudantes, utilizamos ferramentas como ‎
o ""Power BI - Aula Paraná"", o ""Power BI - Escola Total"" e Planilhas de ‎
Engajamento. Estas ferramentas proporcionam monitorar em quais plataformas ‎
os estudantes estavam acessando, por quanto tempo e qual o seu ‎
desempenho nas atividades. ‎",523,58
52,"monitoring/reporting of schools actions",524,"Nas escolas, nossos tutores fizeram o acompanhamento personalizado para ‎
cada realidade. Assim, a análise de dados de engajamento e desempenho ‎
ocorre desde o nível de mantenedora até o interior de cada instituição de ‎
ensino vinculada.‎",764,58
23,"free Internet access",154,"A Secretaria de Estado da Educação e do Esporte do Paraná, em 2020, ‎
formalizou contratos, para a oferta das atividades não presenciais, por ‎
dispensa de licitação com Operadoras de telefonia (cobrança reversa de ‎
dados)",377,57
3,"develop/use of learning mobile apps",379,"aplicativo",389,57
13,"use of educational TV",391,"transmissão via TV.",410,57
33,"trainning courses",146,"A SEED/PR se utiliza de diversas estratégias de formação aos docentes. ‎",218,56
61,"training in innovative pedagogical practices",219,"Partindo da mantenedora, ocorre os Grupos de Estudos ""Professor Formador"" ‎
e ""Pedagogo Formador"", que visam em seus roteiros desenvolver os ‎
profissionais em suas práticas e necessidades atuais, como o uso de ‎
metodologias ativas e de tecnologias aplicadas à educação",489,56
30,"training event",492,"Há um canal no ‎Youtube, chamado ""Canal do Professor"", onde técnicos da SEED/PR, ‎
juntamente com profissionais da Escolas, apresentam alternativas ‎
metodológicas, didática, sugestões e socializam boas práticas para os ‎
profissionais da educação envolvidos.‎",752,56
29,"training material",492,"Há um canal no ‎Youtube, chamado ""Canal do Professor"", onde técnicos da SEED/PR, ‎
juntamente com profissionais da Escolas, apresentam alternativas ‎
metodológicas, didática, sugestões e socializam boas práticas para os ‎
profissionais da educação envolvidos.‎",752,56
36,"use of video/livestream platforms",492,"Há um canal no ‎Youtube, chamado ""Canal do Professor"", onde técnicos da SEED/PR, ‎
juntamente com profissionais da Escolas, apresentam alternativas ‎
metodológicas, didática, sugestões e socializam boas práticas para os ‎
profissionais da educação envolvidos.‎",752,56
37,"use/distribution of Google products",128,"Visando a atender de forma democrática ao vasto perfil de estudantes da rede ‎
pública estadual, a SEED/PR adotou o Google Classroom",260,55
2,"use/distribution of digital resouces",272,"os ‎
conteúdos, as atividades e as videoaulas são compartilhados com os ‎
estudantes",356,55
3,"develop/use of learning mobile apps",358,"o uso de aplicativo (Aula Paraná)",391,55
23,"free Internet access",404,"s estudantes podem ‎
acessar o Classroom e o Youtube, sem o uso de dados móveis, e acessar os ‎
conteúdos com os dados patrocinados pela Secretaria",551,55
36,"use of video/livestream platforms",557,"transmissão de ‎
aulas via TV aberta e Youtube.‎",605,55
13,"use of educational TV",557,"transmissão de ‎
aulas via TV aberta e Youtube.‎",605,55
61,"training in innovative pedagogical practices",101,"Tendo em vista a necessidade da promoção de uma aprendizagem ativa, o ‎
ensino híbrido continuará atendendo a este propósito em paralelo com a oferta ‎
de ensino presencial nas instituições",290,54
51,"assess Ed tech adoption",332,"importância das tecnologias no protagonismo dos estudantes da rede pública ‎
estadual de ensino.‎",429,54
55,"assess media access",70,"O ensino híbrido deverá contemplar as diferentes formas de acesso do ‎
estudante",150,53
4,"guidelines to remote learning",237," todas as estratégias de ensino (tanto síncronas, ‎
quanto assíncronas), estão sendo elaboradas a partir do Currículo Priorizado ‎
elaborado pela rede pública estadual.‎",406,53
24,"distribute equipment for teaching",363,"distribuição de aproximadamente 25.000 ‎
kits para as instituições de ensino com solução para o ensino híbrido ou kit ‎
multimídia/vídeoconferência - Educatron, contendo pedestal de chão para TV, ‎
Webcam HD 720P com microfone omnidirecional, TV de 40' LED, mini teclado ‎
mouse touchpad sem fio e mini PCTV acoplado",679,52
3,"develop/use of learning mobile apps",233,"melhoria da ‎
velocidade de internet; rede lógica em toda a rede; aplicativo Aula Paraná com ‎
isenção de dados para os alunos",359,52
23,"free Internet access",233,"melhoria da ‎
velocidade de internet; rede lógica em toda a rede; aplicativo Aula Paraná com ‎
isenção de dados para os alunos",359,52
54,"monitoring access",147,"Desenvolvido pela SEED, o sistema Power BI permite a visualização de ‎
quantos meets (aulas ao vivo) são realizados, quantos alunos estão ‎
participando, o volume de atividades que cada estudante fez, a quantidade que ‎
acertou etc.",379,51
54,"monitoring access",164," criação da ferramenta de acompanhamento Power BI",213,50
33,"trainning courses",217,"tutoria e formação pedagógica com a formação de mais de 20.000 professores ‎
e 4.000 gestores",310,50
55,"assess media access",520,"multiplicidade das formas de acesso do estudante às aulas; ‎
formação dos docentes para o desenvolvimento das aulas remotas.‎",645,50
24,"distribute equipment for teaching",318,"Ação 4.1 Adquirir dispositivos na quantidade e especificações adequada para o uso pedagógico e atendendo aos desafios educacionais.",449,71
77,"internet infrastructure in schools",451,"Ação 4.2 Ampliar a rede de fibra ótica para todas as escolas da rede estadual de ensino.",539,71
77,"internet infrastructure in schools",541,"Ação 4.3 Estruturar a rede de internet das escolas estaduais para que possibilite o aceso da conexão nas salas de aula.",660,71
2,"use/distribution of digital resouces",381,"Ação 3.1 Potencializar o uso dos recursos educacionais digitais existentes na rede de ensino endereçando-os aos desafios educacionais da rede estadual de ensino.",542,70
46,"develop/adaptation of learning platforms",727,"Ação 3.3 Construção e implementação do Portal da Educação (site) como espaço
para informação sobre os recursos educacionais digitais utilizados pela rede,
os programas desenvolvidos, a fim de concentrar todas as informações para a comunidade escolar.",977,70
78,"guidelines for digital resources",544,"Ação 3.2 Implementar um processo de seleção e aquisição de novos recursos
educacionais digitais com especificações para atender aos desafios educacionais
da rede estadual de ensino.",725,70
46,"develop/adaptation of learning platforms",979,"Ação 3.4 Aperfeiçoar a plataforma Escola Digit@l a partir da reestruturação do design, equipe de curadores e do aumento do acervo, permitindo maior utilização pelos profissionais de educação da rede de ensino.",1188,70
79,"training in digital resources",374,"Criar itinerários para formação inicial e continuada para os profissionais da educação, visando a curadoria de recursos educacionais digitais",515,68
61,"training in innovative pedagogical practices",517,"práticas pedagógicas inovadoras",548,68
34,"assess digital competences",550,"avaliação por competência e cidadania digital",595,68
61,"training in innovative pedagogical practices",607,"Executar e acompanhar a formação dos profissionais da educação, objetivando a promoção de práticas pedagógicas inovadoras",728,68
80,"training in education management",730,"melhorias na gestão e alinhamento com o projeto pedagógico da rede estadual de ensino.",816,68
81,"develop of labs/environments",818,"Ação 2.3 Criar ambientes de formação, experimentação e colaboração pedagógica com uso de tecnologia em cada uma das Gerências Regionais de Ensino",963,68
77,"internet infrastructure in schools",2539,"- 100\% das escolas da rede estadual da Paraíba com infraestrutura adequada para uso pedagógico da tecnologia.",2649,73
24,"distribute equipment for teaching",2651,"- 100\% das escolas da rede estadual da Paraíba com equipamentos tecnológicos à disposição dos professores e alunos.",2767,73
24,"distribute equipment for teaching",2376,"- 50\% das escolas da rede estadual da Paraíba com equipamentos tecnológicos à disposição dos professores e alunos.
",2492,73
77,"internet infrastructure in schools",2265,"- 50\% das escolas da rede estadual da Paraíba com infraestrutura adequada para uso pedagógico da tecnologia.",2374,73
83,"creation of collaboration networks",2060,"- Formação de redes de colaboração interdisciplinares para compartilhamento de experiências na utilização dos REDs.",2175,73
84,"use of innovative pedag practices",1938,"- 100\% das escolas da rede estadual da Paraíba com REDs à disposição para utilização em Práticas Pedagógicas Inovadoras.",2059,73
46,"develop/adaptation of learning platforms",1761,"- Plataforma Escola Digit@l reestruturada e atualizada para utilização pelos profissionais de educação da rede estadual de ensino.",1891,73
46,"develop/adaptation of learning platforms",1645,"- Site informacional sobre recursos educacionais digitais utilizados pela rede, programas desenvolvidos pela SEECT.",1760,73
84,"use of innovative pedag practices",1524,"- 50\% das escolas da rede estadual da Paraíba com REDs à disposição para utilização em Práticas Pedagógicas Inovadoras.",1644,73
86,"use of tech in pedag practices",371,"- Ter 50\% das escolas da rede estadual de ensino utilizando tecnologias digitais nas práticas pedagógicas do ensino médio.",494,73
86,"use of tech in pedag practices",540,"- Ter 100\% das escolas da rede estadual de ensino utilizando tecnologias digitais nas práticas pedagógicas do ensino médio.",664,73
79,"training in digital resources",757,"- Criar cursos de formação inicial e continuada voltados para profissionais de educação nas áreas de recursos educacionais digitais",888,73
61,"training in innovative pedagogical practices",890,"práticas pedagógicas inovadoras",921,73
34,"assess digital competences",923,"avaliação por competência e cidadania digital.",969,73
79,"training in digital resources",1017,"- 100\% dos professores da rede estadual de ensino atendidos
com formação inicial e continuada nas áreas de recursos
educacionais digitais",1155,73
61,"training in innovative pedagogical practices",1157,"práticas pedagógicas inovadoras, ",1190,73
34,"assess digital competences",1190,"avaliação por competência e cidadania digital.",1236,73
2,"use/distribution of digital resouces",1238,"- 100\% das escolas da rede estadual de ensino utilizando recursos educacionais digitais",1326,73
84,"use of innovative pedag practices",1328,"práticas pedagógicas inovadoras",1359,73
34,"assess digital competences",1361,"avaliação por competência e cidadania digital.",1407,73
15,"academic achievements",173,"Desafio 2: Letramento em Língua Portuguesa Matemática nos anos finais do ensino fundamental",264,72
88,"promote learning in right age",93,"Desafio 1: Aprendizagem na Idade certa nos anos iniciais do ensino fundamental",171,72
90,"promote democratic/public participation",5058,"a efetivação da gestão democrática da educação, associada a critérios técnicos de mérito e desempenho e à consulta pública à comunidade escolar, no âmbito das escolas públicas prevendo recursos e apoio técnico da União. ",5278,75
64,"hire teachers",4648,"a existência de Planos de Carreira para os(as) profissionais da educação básica e superior pública e, para o Plano de Carreira dos(as) profissionais da educação básica pública, tomar como referência o piso salarial nacional profissional, definido em Lei federal, nos termos do inciso VIII do art. 206 da Constituição Federal. ",4974,75
88,"promote learning in right age",356,"Universalizar o ensino fundamental de nove anos para toda a população de 6 a 14 anos e garantir que pelo menos 95% dos estudantes concluam essa etapa na idade recomendada, até o último ano de vigência deste PEE.  ",569,75
15,"academic achievements",596,"Universalizar, até 2016, o atendimento escolar para toda a população de 15 a 17 anos e elevar, até o final do período de vigência deste PEE, a taxa líquida de matrículas no ensino médio para 85%.  ",793,75
92,"enrollment in special education",825,"Universalizar, para a população de 4 a 17 anos com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação, o acesso à educação básica e ao atendimento educacional especializado, preferencialmente na rede regular de ensino, com a garantia de sistema educacional inclusivo, de salas de recursos multifuncionais, classes, escolas ou serviços especializados, públicos ou conveniados",1236,75
88,"promote learning in right age",1267,"Alfabetizar, com aprendizagem adequada, todas as crianças, no máximo, até o final do terceiro ano do ensino fundamental.  ",1389,75
93,"promote full-time education",1431,"Implantar e implementar gradativamente educação em tempo integral em, no mínimo, 65% das escolas públicas, de forma a atender, pelo menos, 25% dos(as) estudantes da educação básica.  ",1614,75
15,"academic achievements",1650,"Fomentar a qualidade da educação básica em todas as etapas e modalidades, com melhoria do fluxo escolar e da aprendizagem de modo a atingir as médias nacionais para o IDEB:  ",1824,75
88,"promote learning in right age",1858,"Elevar a escolaridade média da população de 18 a 29 anos, de modo a alcançar, no mínimo, 12 anos de estudo até o último ano de vigência deste Plano, para as populações do campo e dos 25% mais pobres, e igualar a escolaridade média entre negros e não negros.  ",2117,75
94,"assess literacy education",2161,"Elevar para 95% a taxa de alfabetização da população com 15 ou mais de idade até 2015 e, até o final da vigência do PEE-MS, erradicar o analfabetismo absoluto e reduzir em 50% a taxa de analfabetismo funcional. ",2372,75
95,"enrollment in adult education",2425,"Oferecer, no mínimo, 25% das matrículas de educação de jovens e adultos na forma integrada à educação profissional, nos ensinos fundamental e médio.  ",2575,75
96,"enrollment in techical education",2635,"Triplicar as matrículas da educação profissional técnica de nível médio, assegurando a qualidade da oferta e pelo menos 50% da expansão no segmento público. ",2792,75
97,"enrollment in higher education",2835,"Meta 12: Elevar a taxa bruta de matrícula na educação superior para 50% e a taxa líquida para 33% da população de 18 a 24 anos, assegurada a qualidade da oferta e expansão para, pelo menos, 40% das novas matrículas, no segmento público.  ",3073,75
98,"assess education quality",3076,"Meta 13: Elevar a qualidade da educação superior pela ampliação da proporção de mestres e doutores do corpo docente em efetivo exercício no conjunto do sistema de educação superior para 75%, sendo, do total, no mínimo, 35% doutores. ",3309,75
97,"enrollment in higher education",3312,"Meta 14: Elevar gradualmente o número de matrículas na pós-graduação stricto sensu, de modo a atingir a titulação anual de 60.000 mestres e 25.000 doutores.",3468,75
99,"assess schooling levels of teachers",3541,"Meta 15: garantir, em regime de colaboração entre a União, os estados, o Distrito Federal e os municípios, no prazo de um ano de vigência deste PEE, política nacional de formação dos profissionais da educação de que tratam os incisos I, II e III do caput do art. 61 da Lei n.o 9.394, de 20 de dezembro de 1996, assegurado que todos(as) os(as) professores(as) da educação básica possuam formação específica de nível superior, obtida em curso de licenciatura na área de conhecimento em que atuam. ",4036,75
99,"assess schooling levels of teachers",4037,"Meta 16: formar, em nível de pós-graduação, 60% dos(as) professores(as) da educação básica, até o último ano de vigência deste PEE, e garantir a todos(as) os(as) profissionais da educação básica formação continuada em sua área de atuação, considerando as necessidades, demandas e contextualizações dos sistemas de ensino.",4358,75
101,"assess enrollments in nurseries",4054,"Em Mato Grosso do Sul, assim como em todo o País, os dados de matrículas na 
educação infantil têm aumentado de forma lenta, mas gradativa. Porém, esse quantitativo de oferta se avoluma quando se trata da pré-escola, haja vista estes dois fatores:  
a) o princípio da obrigatoriedade, determinada pela Emenda Constitucional n.º 59, de 11 
de novembro de 2009, que prevê a matrícula obrigatória de 4 a 17 anos de idade; e  
b) a ampliação do período parcial em detrimento do período integral, pois as prefeituras 
utilizam uma estrutura já existente para atender duas turmas em períodos diferentes (matutino e vespertino).  
Por outro lado, quando se trata de ampliação da educação infantil, é preciso também 
observar a demanda para creches de crianças de zero a três anos, pois é neste grupo de idade que o atendimento necessita de maior cobertura.  
          Segundo IBGE/PNAD 2012, o percentual de crianças que frequentam a creche em Mato Grosso do Sul é 27,2%, conforme Gráfico 2, um pouco acima da média nacional (21,2%), sendo que a meta do PEE-MS é alcançar o percentual de 60% até 2024, meta esta acima da proposta pelo PNE (50%). ",5194,76
88,"promote learning in right age",8110,"Embora 93,8% das crianças e adolescentes brasileiros, na faixa etária de 6 a 14 anos, 
estejam frequentando o ensino fundamental, há ainda uma distância desafiadora para se alcançar a universalização estabelecida em lei e traduzida em meta no Plano Nacional de Educação (PNE) e neste PEE-MS. E esse desafio está na inclusão da população em situação de maior vulnerabilidade social, ou seja, a população do campo, os grupos étnico-raciais, as pessoas com deficiência, os jovens e adultos privados de liberdade, a população itinerante, entre outros. Muitos avanços já foram conseguidos, mas ainda há, no Brasil, segundo IBGE/PNAD 2011, 539.702 crianças e jovens de 6 a 14 anos fora da escola. Dos matriculados no ensino fundamental, apenas 67,4% concluem a etapa até os 16 anos, conforme IBGE/PNAD 2012.   ",8914,76
102,"school dropout/frequency of attendance",8916,"Os dados são ainda mais alarmantes quando revelam que um terço dos estudantes do 5º 
ano reprovou ou abandonou a escola pelo menos uma vez; destes, 43% são negros (IBGE/PNAD 
2011). Segundo dados do INEP/Prova Brasil 2011, os meninos têm, em média, probabilidade de 12% 
a mais de abandonar a escola do que as meninas. Além das desigualdades étnico-raciais e de gênero, constata-se ainda grande desigualdade quando a comparação é feita considerando as 
diferentes regiões brasileiras e a escolaridade dos pais. ",9427,76
102,"school dropout/frequency of attendance",12575,"Segundo dados do IBGE/PNAD 2012, o percentual da população de 15 a 17 anos que 
frequenta a escola no Brasil, conforme Gráfico 1, é 84% e em Mato Grosso do Sul, 79,4%. A meta, até o final da vigência do PEE-MS, é alcançar 100% de atendimento educacional a essa população.  ",12848,76
15,"academic achievements",31398," • a Prova ABC – a Avaliação Brasileira do Ciclo de Alfabetização, fruto da parceria entre 
o movimento Todos pela Educação, Instituto Paulo Montenegro/Ibope, Fundação Cesgranrio e INEP, avaliou estudantes concluintes do 3º ano do ensino fundamental até 2012. A partir de 2013, a avaliação vem sendo feita pela Avaliação Nacional da Alfabetização (ANA);  ",31753,76
104,"training in teaching literacy",32510,"Nesse sentido, investir na formação de professores(as) alfabetizadores(as) é 
fundamental, pois sua atuação é determinante no processo de alfabetização. Por isso, é necessário propiciar formação continuada, assegurando as condições adequadas para que desempenhem seu trabalho com dedicação e competência.  
Em Mato Grosso do Sul, os dados da Prova ABC – 2012 apresentam os percentuais de 
crianças do 3º ano do ensino fundamental com aprendizagem adequada: ",32967,76
105,"assess students in public schools",35507,"
Em Mato Grosso do Sul, o percentual de escolas da rede pública com estudantes 
matriculados em tempo integral aumentou de 60,8%, em 2012, para 61,8%, em 2013, mantendo uma porcentagem bem superior à nacional.  	 
          Diante desses percentuais do estado, acima da meta estipulada pelo PNE (50%), o PEEMS propõe uma meta de 65% para ser atendida até 2024, com ampliação dessa oferta também nas etapas do ensino fundamental e do ensino médio.   
Com relação ao quantitativo de estudantes que permanecem pelo menos 7 horas em 
atividades escolares, conforme Gráfico 2, o percentual é 13,2%, no Brasil, e 12,8%, em MS, com meta do PNE e do PEE-MS de alcançar 25% até 2024.   
 ",36186,76
102,"school dropout/frequency of attendance",42334,"- 45% dos diretores informam que a escola possui programa de redução de abandono, ",42416,76
107,"accessibility facilities",42558," 55% dispõem de acessibilidade às pessoas com deficiência e - 69% contam com sanitários acessíveis a essa população. ",42675,76
108,"physical school infrastructure",39045,"- as condições físicas e equipamentos das instituições educativas;  ",39113,76
109,"assess students per teachers",39283,"- o número de estudantes por professor(a).  ",39327,76
110,"assess school time/permance",39114,"- o tempo diário de permanência do(a) estudante na instituição;  - a gestão;  ",39192,76
108,"physical school infrastructure",42007,"- 56% com bibliotecas;  
- 21% com salas de leitura;  
- 99% com laboratório de informática;  
- 88% com água, via rede pública;  
- 100% com energia, via rede pública;  - 37% com esgoto, via rede pública; e  - 92% com coleta, de lixo periódica.  ",42254,76
15,"academic achievements",43731,"O Quadro 9 apresenta o resultado da proporção de alunos com aprendizagem adequada ",43813,76
15,"academic achievements",47168," 2013, o SAEMS avaliou 72.308 estudantes dos três anos do ensino médio das escolas estaduais do MS, nas disciplinas de Língua Portuguesa (Leitura e Produção de Texto) e Matemática.  ",47350,76
112,"social equality/assistence program",50629,"A diferença entre a escolaridade média da população negra e da população não negra, 
de 18 a 29 anos, no Brasil, conforme Gráfico 2, é de 91,5% (IBGE/PNAD 2012)18. Em Mato Grosso do Sul, é de 82,9%. A meta nacional é igualar a escolaridade média entre negros e não negros (100%) até o final da vigência deste Plano.  

 
É importante ressaltar que várias políticas públicas foram bem sucedidas ao aumentar a 
oferta escolar, ao reduzir as disparidades geográficas e ao franquear o acesso a oportunidades educativas aos grupos sociais mais pobres.  
          Segundo o IBGE/PNAD 201219, a escolaridade média, em anos de estudo, da população 25% mais pobres, de 18 a 29 anos, no Brasil, conforme Gráfico 3, é 8 anos, igual à de Mato Grosso do Sul. A meta nacional para 2024 é alcançar, no mínimo, 12 anos de estudo até o último ano de vigência deste Plano. ",51485,76
94,"assess literacy education",55262,"          A erradicação do analfabetismo, prevista na Constituição Federal de 1988, art. 214, inciso I, e, no Plano Nacional de Educação, art. 2º, inciso I, é uma meta desafiadora proposta à sociedade brasileira para ser cumprida até 2024.   
Segundo o Instituto Paulo Montenegro, 201321, no Censo 2010, 13,9 milhões de 
brasileiros acima dos 15 anos declararam-se analfabetos absolutos, o que corresponde a 10% da população nessa faixa etária, sendo que 39% destes têm acima de 60 anos, 36% estão entre 40 e 59 anos, e quase 3,5 milhões de analfabetos com menos de 40 anos, ou seja, 25%, no período mais produtivo de seu ciclo de vida.   ",55901,76
113,"number of functional illiterates",56387,"Ao analisar as informações do Inaf, de 2011-2012, a seguir mencionadas, percebe-se a 
complexidade do desafio das políticas educacionais e das redes de ensino responsáveis por implementá-las no que tange à educação de jovens e adultos e seu papel na estrutura do sistema público de ensino brasileiro:  
“- Mais de 20 milhões de brasileiros e brasileiras entre os 15 e os 64 anos -
praticamente 2 em cada 3 (65%) analfabetos funcionais - têm até no máximo 4 anos de estudo (aí incluídos aqueles que nunca frequentaram a escola) e requerem uma ",56929,76
113,"number of functional illiterates",58190,"Em Mato Grosso do Sul, segundo IBGE/PNAD 201222 a taxa de analfabetismo ou 
alfabetismo funcional23 da população com 15 anos ou mais, em 2012, é 18,6% (370.136 pessoas). No Brasil, a taxa é 18,3%, nesse ano. A meta nacional para 2024 é reduzir em 50% essa taxa.  ",58453,76
95,"enrollment in adult education",60595," Na última década, o número total de matrículas da educação de jovens e adultos no Brasil não passou de 5,7 milhões e, desde 2006, vem caindo anualmente. Segundo o IBGE, o número de brasileiros, com mais de 25 anos que não têm instrução ou não completaram o ensino fundamental, cresceu de 51,2 milhões para 54,4 milhões de 2000 a 2010.   ",60933,76
95,"enrollment in adult education",64635,"Um dos maiores desafios da modalidade EJA é sua enorme diversidade: sua área de 
atuação abarca desde a alfabetização de adultos até o ensino médio. Seu público prioritário inclui desde os idosos da zona rural aos jovens das pequenas e grandes cidades, as minorias étnicoraciais, as pessoas com deficiência e a população privada de liberdade. 
Uma das razões pelas quais os estudantes da EJA retornam para a escola é o desejo de 
elevação do nível de escolaridade para atender às exigências do mundo do trabalho. ",65148,76
97,"enrollment in higher education",68542,"Para muitos especialistas, a meta de expansão das matrículas na educação profissional 
técnica de nível médio, prevista no Plano Nacional de Educação 2014-2024, soa um tanto pretensiosa e destoada da realidade vivenciada no Brasil. Entretanto, em Mato Grosso do Sul, a oferta crescente de cursos técnicos demonstra a possibilidade de atender a meta estipulada pelo PNE.  ",68913,76
97,"enrollment in higher education",73544,"Educação superior em Mato Grosso do Sul 
          Conforme a base de dados do INEP/e-MEC, 2013, em Mato Grosso do Sul registram-se 208 cursos de graduação presenciais ofertados pelas instituições públicas, distribuídos em 19 municípios, totalizando 9.194 vagas, e 375 cursos ofertados pelas instituições privadas em 17 municípios do estado, totalizando 276.916 vagas. Nesse universo, a oferta de vários cursos se repete entre as instituições públicas e privadas. Entre as quatro instituições públicas, duas são federais – a Universidade Federal de Mato Grosso do Sul (UFMS), com unidades distribuídas em onze cidades, e a Universidade Federal da Grande Dourados (UFGD); uma estadual – Universidade Estadual de Mato Grosso do Sul (UEMS), com unidades distribuídas em quinze cidades, e um instituto federal – Instituto Federal de Mato Grosso do Sul (IFMS), em implantação, com unidades distribuídas em sete cidades. Na categoria das instituições privadas, computam-se dois centros universitários, um em Campo Grande e outro em Dourados, 32 faculdades em diferentes municípios e um instituto na capital, com uma unidade em Bonito.   ",74675,76
64,"hire teachers",76892,"ampliação do quadro de pessoal e implementação de ações/mecanismos de permanência do(a) estudante nas Instituições de Educação Superior (IES). ",77035,76
102,"school dropout/frequency of attendance",77444," cria-se a possibilidade da diminuição do quadro de evasão escolar e o consequente incentivo aos(às) estudantes para a conclusão do ensino médio e o ingresso nas IES, com sucesso. ",77624,76
97,"enrollment in higher education",80732,"          Considerando que o número atual de vagas da educação pública superior em Mato Grosso do Sul é de 9.194 e, se considerarmos cursos com duração média de quatro anos, potencialmente tais vagas gerariam 36.776 matrículas por ano. No entanto, os números do MEC/INEP/Deep indicam que, no ano de 2012, em Mato Grosso do Sul, estavam matriculados 29.413 acadêmicos(as) na educação superior pública, em cursos de graduação presenciais e a distância, conforme Quadro 5. ",81202,76
