"codeID","code","selfirst","selend","catID","catName","fileID","fileCatID","fileCat"
1,"paper-based material",741,1243,19,"material",35,5,"Mato-Grosso-do-Sul"
54,"num of access",1245,1495,12,"assess",35,1,"All five States"
54,"num of access",1245,1495,18,"vision",35,1,"All five States"
54,"num of access",1245,1495,19,"material",35,1,"All five States"
54,"num of access",1245,1495,12,"assess",35,5,"Mato-Grosso-do-Sul"
54,"num of access",1245,1495,18,"vision",35,5,"Mato-Grosso-do-Sul"
54,"num of access",1245,1495,19,"material",35,5,"Mato-Grosso-do-Sul"
13,"education TV",1497,1624,13,"distribution",35,1,"All five States"
13,"education TV",1497,1624,19,"material",35,1,"All five States"
13,"education TV",1497,1624,20,"infrastructure",35,1,"All five States"
13,"education TV",1497,1624,13,"distribution",35,5,"Mato-Grosso-do-Sul"
13,"education TV",1497,1624,19,"material",35,5,"Mato-Grosso-do-Sul"
13,"education TV",1497,1624,20,"infrastructure",35,5,"Mato-Grosso-do-Sul"
30,"training event",1624,1758,8,"training",35,1,"All five States"
30,"training event",1624,1758,13,"distribution",35,1,"All five States"
30,"training event",1624,1758,17,"expertise",35,1,"All five States"
30,"training event",1624,1758,8,"training",35,5,"Mato-Grosso-do-Sul"
30,"training event",1624,1758,13,"distribution",35,5,"Mato-Grosso-do-Sul"
30,"training event",1624,1758,17,"expertise",35,5,"Mato-Grosso-do-Sul"
27,"management units",425,961,14,"development",34,1,"All five States"
27,"management units",425,961,15,"collaboration",34,1,"All five States"
27,"management units",425,961,18,"vision",34,1,"All five States"
27,"management units",425,961,14,"development",34,5,"Mato-Grosso-do-Sul"
27,"management units",425,961,15,"collaboration",34,5,"Mato-Grosso-do-Sul"
27,"management units",425,961,18,"vision",34,5,"Mato-Grosso-do-Sul"
27,"management units",963,1249,14,"development",34,1,"All five States"
27,"management units",963,1249,15,"collaboration",34,1,"All five States"
27,"management units",963,1249,18,"vision",34,1,"All five States"
27,"management units",963,1249,14,"development",34,5,"Mato-Grosso-do-Sul"
27,"management units",963,1249,15,"collaboration",34,5,"Mato-Grosso-do-Sul"
27,"management units",963,1249,18,"vision",34,5,"Mato-Grosso-do-Sul"
63,"school health resources",1250,1594,13,"distribution",34,1,"All five States"
63,"school health resources",1250,1594,13,"distribution",34,5,"Mato-Grosso-do-Sul"
11,"partnership with public institutions",1596,1839,9,"partnership",34,1,"All five States"
11,"partnership with public institutions",1596,1839,15,"collaboration",34,1,"All five States"
11,"partnership with public institutions",1596,1839,18,"vision",34,1,"All five States"
11,"partnership with public institutions",1596,1839,9,"partnership",34,5,"Mato-Grosso-do-Sul"
11,"partnership with public institutions",1596,1839,15,"collaboration",34,5,"Mato-Grosso-do-Sul"
11,"partnership with public institutions",1596,1839,18,"vision",34,5,"Mato-Grosso-do-Sul"
52,"schools actions reports",1596,1839,12,"assess",34,1,"All five States"
52,"schools actions reports",1596,1839,18,"vision",34,1,"All five States"
52,"schools actions reports",1596,1839,12,"assess",34,5,"Mato-Grosso-do-Sul"
52,"schools actions reports",1596,1839,18,"vision",34,5,"Mato-Grosso-do-Sul"
52,"schools actions reports",147,288,12,"assess",36,1,"All five States"
52,"schools actions reports",147,288,18,"vision",36,1,"All five States"
52,"schools actions reports",147,288,12,"assess",36,5,"Mato-Grosso-do-Sul"
52,"schools actions reports",147,288,18,"vision",36,5,"Mato-Grosso-do-Sul"
46,"learning platforms",2015,2232,13,"distribution",47,1,"All five States"
46,"learning platforms",2015,2232,14,"development",47,1,"All five States"
46,"learning platforms",2015,2232,19,"material",47,1,"All five States"
46,"learning platforms",2015,2232,20,"infrastructure",47,1,"All five States"
46,"learning platforms",2015,2232,13,"distribution",47,6,"Paraiba"
46,"learning platforms",2015,2232,14,"development",47,6,"Paraiba"
46,"learning platforms",2015,2232,19,"material",47,6,"Paraiba"
46,"learning platforms",2015,2232,20,"infrastructure",47,6,"Paraiba"
33,"trainning courses",2253,2308,8,"training",47,1,"All five States"
33,"trainning courses",2253,2308,13,"distribution",47,1,"All five States"
33,"trainning courses",2253,2308,17,"expertise",47,1,"All five States"
33,"trainning courses",2253,2308,8,"training",47,6,"Paraiba"
33,"trainning courses",2253,2308,13,"distribution",47,6,"Paraiba"
33,"trainning courses",2253,2308,17,"expertise",47,6,"Paraiba"
68,"partnership with private institutions",2309,2383,9,"partnership",47,1,"All five States"
68,"partnership with private institutions",2309,2383,15,"collaboration",47,1,"All five States"
68,"partnership with private institutions",2309,2383,18,"vision",47,1,"All five States"
68,"partnership with private institutions",2309,2383,9,"partnership",47,6,"Paraiba"
68,"partnership with private institutions",2309,2383,15,"collaboration",47,6,"Paraiba"
68,"partnership with private institutions",2309,2383,18,"vision",47,6,"Paraiba"
23,"free Internet access",2384,2429,13,"distribution",47,1,"All five States"
23,"free Internet access",2384,2429,20,"infrastructure",47,1,"All five States"
23,"free Internet access",2384,2429,13,"distribution",47,6,"Paraiba"
23,"free Internet access",2384,2429,20,"infrastructure",47,6,"Paraiba"
13,"education TV",2430,2537,13,"distribution",47,1,"All five States"
13,"education TV",2430,2537,19,"material",47,1,"All five States"
13,"education TV",2430,2537,20,"infrastructure",47,1,"All five States"
13,"education TV",2430,2537,13,"distribution",47,6,"Paraiba"
13,"education TV",2430,2537,19,"material",47,6,"Paraiba"
13,"education TV",2430,2537,20,"infrastructure",47,6,"Paraiba"
40,"education radio",2430,2537,13,"distribution",47,1,"All five States"
40,"education radio",2430,2537,19,"material",47,1,"All five States"
40,"education radio",2430,2537,20,"infrastructure",47,1,"All five States"
40,"education radio",2430,2537,13,"distribution",47,6,"Paraiba"
40,"education radio",2430,2537,19,"material",47,6,"Paraiba"
40,"education radio",2430,2537,20,"infrastructure",47,6,"Paraiba"
1,"paper-based material",2538,2607,13,"distribution",47,1,"All five States"
1,"paper-based material",2538,2607,19,"material",47,1,"All five States"
1,"paper-based material",2538,2607,13,"distribution",47,6,"Paraiba"
1,"paper-based material",2538,2607,19,"material",47,6,"Paraiba"
7,"partnership with international agencies",2608,2738,9,"partnership",47,1,"All five States"
7,"partnership with international agencies",2608,2738,15,"collaboration",47,1,"All five States"
7,"partnership with international agencies",2608,2738,18,"vision",47,1,"All five States"
7,"partnership with international agencies",2608,2738,9,"partnership",47,6,"Paraiba"
7,"partnership with international agencies",2608,2738,15,"collaboration",47,6,"Paraiba"
7,"partnership with international agencies",2608,2738,18,"vision",47,6,"Paraiba"
8,"school feeding program",2739,2789,13,"distribution",47,1,"All five States"
8,"school feeding program",2739,2789,13,"distribution",47,6,"Paraiba"
33,"trainning courses",2891,3017,8,"training",47,1,"All five States"
33,"trainning courses",2891,3017,13,"distribution",47,1,"All five States"
33,"trainning courses",2891,3017,17,"expertise",47,1,"All five States"
33,"trainning courses",2891,3017,8,"training",47,6,"Paraiba"
33,"trainning courses",2891,3017,13,"distribution",47,6,"Paraiba"
33,"trainning courses",2891,3017,17,"expertise",47,6,"Paraiba"
52,"schools actions reports",214,321,12,"assess",46,1,"All five States"
52,"schools actions reports",214,321,18,"vision",46,1,"All five States"
52,"schools actions reports",214,321,12,"assess",46,6,"Paraiba"
52,"schools actions reports",214,321,18,"vision",46,6,"Paraiba"
64,"hire teachers",158,188,17,"expertise",45,1,"All five States"
64,"hire teachers",158,188,17,"expertise",45,6,"Paraiba"
33,"trainning courses",224,364,8,"training",45,1,"All five States"
33,"trainning courses",224,364,13,"distribution",45,1,"All five States"
33,"trainning courses",224,364,17,"expertise",45,1,"All five States"
33,"trainning courses",224,364,8,"training",45,6,"Paraiba"
33,"trainning courses",224,364,13,"distribution",45,6,"Paraiba"
33,"trainning courses",224,364,17,"expertise",45,6,"Paraiba"
13,"education TV",365,420,13,"distribution",45,1,"All five States"
13,"education TV",365,420,19,"material",45,1,"All five States"
13,"education TV",365,420,20,"infrastructure",45,1,"All five States"
13,"education TV",365,420,13,"distribution",45,6,"Paraiba"
13,"education TV",365,420,19,"material",45,6,"Paraiba"
13,"education TV",365,420,20,"infrastructure",45,6,"Paraiba"
23,"free Internet access",421,473,13,"distribution",45,1,"All five States"
23,"free Internet access",421,473,20,"infrastructure",45,1,"All five States"
23,"free Internet access",421,473,13,"distribution",45,6,"Paraiba"
23,"free Internet access",421,473,20,"infrastructure",45,6,"Paraiba"
46,"learning platforms",474,537,13,"distribution",45,1,"All five States"
46,"learning platforms",474,537,14,"development",45,1,"All five States"
46,"learning platforms",474,537,19,"material",45,1,"All five States"
46,"learning platforms",474,537,20,"infrastructure",45,1,"All five States"
46,"learning platforms",474,537,13,"distribution",45,6,"Paraiba"
46,"learning platforms",474,537,14,"development",45,6,"Paraiba"
46,"learning platforms",474,537,19,"material",45,6,"Paraiba"
46,"learning platforms",474,537,20,"infrastructure",45,6,"Paraiba"
68,"partnership with private institutions",155,183,9,"partnership",44,1,"All five States"
68,"partnership with private institutions",155,183,15,"collaboration",44,1,"All five States"
68,"partnership with private institutions",155,183,18,"vision",44,1,"All five States"
68,"partnership with private institutions",155,183,9,"partnership",44,6,"Paraiba"
68,"partnership with private institutions",155,183,15,"collaboration",44,6,"Paraiba"
68,"partnership with private institutions",155,183,18,"vision",44,6,"Paraiba"
33,"trainning courses",184,497,8,"training",44,1,"All five States"
33,"trainning courses",184,497,13,"distribution",44,1,"All five States"
33,"trainning courses",184,497,17,"expertise",44,1,"All five States"
33,"trainning courses",184,497,8,"training",44,6,"Paraiba"
33,"trainning courses",184,497,13,"distribution",44,6,"Paraiba"
33,"trainning courses",184,497,17,"expertise",44,6,"Paraiba"
13,"education TV",400,617,13,"distribution",43,1,"All five States"
13,"education TV",400,617,19,"material",43,1,"All five States"
13,"education TV",400,617,20,"infrastructure",43,1,"All five States"
13,"education TV",400,617,13,"distribution",43,6,"Paraiba"
13,"education TV",400,617,19,"material",43,6,"Paraiba"
13,"education TV",400,617,20,"infrastructure",43,6,"Paraiba"
3,"learning mobile apps",400,617,13,"distribution",43,1,"All five States"
3,"learning mobile apps",400,617,14,"development",43,1,"All five States"
3,"learning mobile apps",400,617,19,"material",43,1,"All five States"
3,"learning mobile apps",400,617,20,"infrastructure",43,1,"All five States"
3,"learning mobile apps",400,617,13,"distribution",43,6,"Paraiba"
3,"learning mobile apps",400,617,14,"development",43,6,"Paraiba"
3,"learning mobile apps",400,617,19,"material",43,6,"Paraiba"
3,"learning mobile apps",400,617,20,"infrastructure",43,6,"Paraiba"
37,"Google products",130,395,13,"distribution",43,1,"All five States"
37,"Google products",130,395,19,"material",43,1,"All five States"
37,"Google products",130,395,20,"infrastructure",43,1,"All five States"
37,"Google products",130,395,13,"distribution",43,6,"Paraiba"
37,"Google products",130,395,19,"material",43,6,"Paraiba"
37,"Google products",130,395,20,"infrastructure",43,6,"Paraiba"
3,"learning mobile apps",115,411,13,"distribution",42,1,"All five States"
3,"learning mobile apps",115,411,14,"development",42,1,"All five States"
3,"learning mobile apps",115,411,19,"material",42,1,"All five States"
3,"learning mobile apps",115,411,20,"infrastructure",42,1,"All five States"
3,"learning mobile apps",115,411,13,"distribution",42,6,"Paraiba"
3,"learning mobile apps",115,411,14,"development",42,6,"Paraiba"
3,"learning mobile apps",115,411,19,"material",42,6,"Paraiba"
3,"learning mobile apps",115,411,20,"infrastructure",42,6,"Paraiba"
46,"learning platforms",115,411,13,"distribution",42,1,"All five States"
46,"learning platforms",115,411,14,"development",42,1,"All five States"
46,"learning platforms",115,411,19,"material",42,1,"All five States"
46,"learning platforms",115,411,20,"infrastructure",42,1,"All five States"
46,"learning platforms",115,411,13,"distribution",42,6,"Paraiba"
46,"learning platforms",115,411,14,"development",42,6,"Paraiba"
46,"learning platforms",115,411,19,"material",42,6,"Paraiba"
46,"learning platforms",115,411,20,"infrastructure",42,6,"Paraiba"
64,"hire teachers",106,140,17,"expertise",40,1,"All five States"
64,"hire teachers",106,140,17,"expertise",40,6,"Paraiba"
33,"trainning courses",142,161,8,"training",40,1,"All five States"
33,"trainning courses",142,161,13,"distribution",40,1,"All five States"
33,"trainning courses",142,161,17,"expertise",40,1,"All five States"
33,"trainning courses",142,161,8,"training",40,6,"Paraiba"
33,"trainning courses",142,161,13,"distribution",40,6,"Paraiba"
33,"trainning courses",142,161,17,"expertise",40,6,"Paraiba"
24,"equipment for teaching",165,294,13,"distribution",40,1,"All five States"
24,"equipment for teaching",165,294,20,"infrastructure",40,1,"All five States"
24,"equipment for teaching",165,294,13,"distribution",40,6,"Paraiba"
24,"equipment for teaching",165,294,20,"infrastructure",40,6,"Paraiba"
25,"equipment for students",165,294,13,"distribution",40,1,"All five States"
25,"equipment for students",165,294,20,"infrastructure",40,1,"All five States"
25,"equipment for students",165,294,13,"distribution",40,6,"Paraiba"
25,"equipment for students",165,294,20,"infrastructure",40,6,"Paraiba"
50,"external assessments",151,422,12,"assess",39,1,"All five States"
50,"external assessments",151,422,15,"collaboration",39,1,"All five States"
50,"external assessments",151,422,18,"vision",39,1,"All five States"
50,"external assessments",151,422,12,"assess",39,6,"Paraiba"
50,"external assessments",151,422,15,"collaboration",39,6,"Paraiba"
50,"external assessments",151,422,18,"vision",39,6,"Paraiba"
15,"academic achievements",153,238,12,"assess",38,1,"All five States"
15,"academic achievements",153,238,18,"vision",38,1,"All five States"
15,"academic achievements",153,238,12,"assess",38,6,"Paraiba"
15,"academic achievements",153,238,18,"vision",38,6,"Paraiba"
46,"learning platforms",877,1064,13,"distribution",59,1,"All five States"
46,"learning platforms",877,1064,14,"development",59,1,"All five States"
46,"learning platforms",877,1064,19,"material",59,1,"All five States"
46,"learning platforms",877,1064,20,"infrastructure",59,1,"All five States"
46,"learning platforms",877,1064,13,"distribution",59,7,"Parana"
46,"learning platforms",877,1064,14,"development",59,7,"Parana"
46,"learning platforms",877,1064,19,"material",59,7,"Parana"
46,"learning platforms",877,1064,20,"infrastructure",59,7,"Parana"
13,"education TV",1070,1165,13,"distribution",59,1,"All five States"
13,"education TV",1070,1165,19,"material",59,1,"All five States"
13,"education TV",1070,1165,20,"infrastructure",59,1,"All five States"
13,"education TV",1070,1165,13,"distribution",59,7,"Parana"
13,"education TV",1070,1165,19,"material",59,7,"Parana"
13,"education TV",1070,1165,20,"infrastructure",59,7,"Parana"
1,"paper-based material",1186,1235,13,"distribution",59,1,"All five States"
1,"paper-based material",1186,1235,19,"material",59,1,"All five States"
1,"paper-based material",1186,1235,13,"distribution",59,7,"Parana"
1,"paper-based material",1186,1235,19,"material",59,7,"Parana"
36,"video/livestream platforms",1236,1582,13,"distribution",59,1,"All five States"
36,"video/livestream platforms",1236,1582,19,"material",59,1,"All five States"
36,"video/livestream platforms",1236,1582,20,"infrastructure",59,1,"All five States"
36,"video/livestream platforms",1236,1582,13,"distribution",59,7,"Parana"
36,"video/livestream platforms",1236,1582,19,"material",59,7,"Parana"
36,"video/livestream platforms",1236,1582,20,"infrastructure",59,7,"Parana"
13,"education TV",1591,1606,13,"distribution",59,1,"All five States"
13,"education TV",1591,1606,19,"material",59,1,"All five States"
13,"education TV",1591,1606,20,"infrastructure",59,1,"All five States"
13,"education TV",1591,1606,13,"distribution",59,7,"Parana"
13,"education TV",1591,1606,19,"material",59,7,"Parana"
13,"education TV",1591,1606,20,"infrastructure",59,7,"Parana"
36,"video/livestream platforms",1608,1615,13,"distribution",59,1,"All five States"
36,"video/livestream platforms",1608,1615,19,"material",59,1,"All five States"
36,"video/livestream platforms",1608,1615,20,"infrastructure",59,1,"All five States"
36,"video/livestream platforms",1608,1615,13,"distribution",59,7,"Parana"
36,"video/livestream platforms",1608,1615,19,"material",59,7,"Parana"
36,"video/livestream platforms",1608,1615,20,"infrastructure",59,7,"Parana"
3,"learning mobile apps",1619,1727,13,"distribution",59,1,"All five States"
3,"learning mobile apps",1619,1727,14,"development",59,1,"All five States"
3,"learning mobile apps",1619,1727,19,"material",59,1,"All five States"
3,"learning mobile apps",1619,1727,20,"infrastructure",59,1,"All five States"
3,"learning mobile apps",1619,1727,13,"distribution",59,7,"Parana"
3,"learning mobile apps",1619,1727,14,"development",59,7,"Parana"
3,"learning mobile apps",1619,1727,19,"material",59,7,"Parana"
3,"learning mobile apps",1619,1727,20,"infrastructure",59,7,"Parana"
23,"free Internet access",2220,2421,13,"distribution",59,1,"All five States"
23,"free Internet access",2220,2421,20,"infrastructure",59,1,"All five States"
23,"free Internet access",2220,2421,13,"distribution",59,7,"Parana"
23,"free Internet access",2220,2421,20,"infrastructure",59,7,"Parana"
54,"num of access",203,523,12,"assess",58,1,"All five States"
54,"num of access",203,523,18,"vision",58,1,"All five States"
54,"num of access",203,523,19,"material",58,1,"All five States"
54,"num of access",203,523,12,"assess",58,7,"Parana"
54,"num of access",203,523,18,"vision",58,7,"Parana"
54,"num of access",203,523,19,"material",58,7,"Parana"
52,"schools actions reports",524,764,12,"assess",58,1,"All five States"
52,"schools actions reports",524,764,18,"vision",58,1,"All five States"
52,"schools actions reports",524,764,12,"assess",58,7,"Parana"
52,"schools actions reports",524,764,18,"vision",58,7,"Parana"
23,"free Internet access",154,377,13,"distribution",57,1,"All five States"
23,"free Internet access",154,377,20,"infrastructure",57,1,"All five States"
23,"free Internet access",154,377,13,"distribution",57,7,"Parana"
23,"free Internet access",154,377,20,"infrastructure",57,7,"Parana"
3,"learning mobile apps",379,389,13,"distribution",57,1,"All five States"
3,"learning mobile apps",379,389,14,"development",57,1,"All five States"
3,"learning mobile apps",379,389,19,"material",57,1,"All five States"
3,"learning mobile apps",379,389,20,"infrastructure",57,1,"All five States"
3,"learning mobile apps",379,389,13,"distribution",57,7,"Parana"
3,"learning mobile apps",379,389,14,"development",57,7,"Parana"
3,"learning mobile apps",379,389,19,"material",57,7,"Parana"
3,"learning mobile apps",379,389,20,"infrastructure",57,7,"Parana"
13,"education TV",391,410,13,"distribution",57,1,"All five States"
13,"education TV",391,410,19,"material",57,1,"All five States"
13,"education TV",391,410,20,"infrastructure",57,1,"All five States"
13,"education TV",391,410,13,"distribution",57,7,"Parana"
13,"education TV",391,410,19,"material",57,7,"Parana"
13,"education TV",391,410,20,"infrastructure",57,7,"Parana"
33,"trainning courses",146,218,8,"training",56,1,"All five States"
33,"trainning courses",146,218,13,"distribution",56,1,"All five States"
33,"trainning courses",146,218,17,"expertise",56,1,"All five States"
33,"trainning courses",146,218,8,"training",56,7,"Parana"
33,"trainning courses",146,218,13,"distribution",56,7,"Parana"
33,"trainning courses",146,218,17,"expertise",56,7,"Parana"
61,"training in innovative pedagogical practices",219,489,8,"training",56,1,"All five States"
61,"training in innovative pedagogical practices",219,489,17,"expertise",56,1,"All five States"
61,"training in innovative pedagogical practices",219,489,8,"training",56,7,"Parana"
61,"training in innovative pedagogical practices",219,489,17,"expertise",56,7,"Parana"
30,"training event",492,752,8,"training",56,1,"All five States"
30,"training event",492,752,13,"distribution",56,1,"All five States"
30,"training event",492,752,17,"expertise",56,1,"All five States"
30,"training event",492,752,8,"training",56,7,"Parana"
30,"training event",492,752,13,"distribution",56,7,"Parana"
30,"training event",492,752,17,"expertise",56,7,"Parana"
29,"training material",492,752,8,"training",56,1,"All five States"
29,"training material",492,752,13,"distribution",56,1,"All five States"
29,"training material",492,752,17,"expertise",56,1,"All five States"
29,"training material",492,752,19,"material",56,1,"All five States"
29,"training material",492,752,8,"training",56,7,"Parana"
29,"training material",492,752,13,"distribution",56,7,"Parana"
29,"training material",492,752,17,"expertise",56,7,"Parana"
29,"training material",492,752,19,"material",56,7,"Parana"
36,"video/livestream platforms",492,752,13,"distribution",56,1,"All five States"
36,"video/livestream platforms",492,752,19,"material",56,1,"All five States"
36,"video/livestream platforms",492,752,20,"infrastructure",56,1,"All five States"
36,"video/livestream platforms",492,752,13,"distribution",56,7,"Parana"
36,"video/livestream platforms",492,752,19,"material",56,7,"Parana"
36,"video/livestream platforms",492,752,20,"infrastructure",56,7,"Parana"
37,"Google products",128,260,13,"distribution",55,1,"All five States"
37,"Google products",128,260,19,"material",55,1,"All five States"
37,"Google products",128,260,20,"infrastructure",55,1,"All five States"
37,"Google products",128,260,13,"distribution",55,7,"Parana"
37,"Google products",128,260,19,"material",55,7,"Parana"
37,"Google products",128,260,20,"infrastructure",55,7,"Parana"
2,"digital resouces",272,356,13,"distribution",55,1,"All five States"
2,"digital resouces",272,356,19,"material",55,1,"All five States"
2,"digital resouces",272,356,20,"infrastructure",55,1,"All five States"
2,"digital resouces",272,356,13,"distribution",55,7,"Parana"
2,"digital resouces",272,356,19,"material",55,7,"Parana"
2,"digital resouces",272,356,20,"infrastructure",55,7,"Parana"
3,"learning mobile apps",358,391,13,"distribution",55,1,"All five States"
3,"learning mobile apps",358,391,14,"development",55,1,"All five States"
3,"learning mobile apps",358,391,19,"material",55,1,"All five States"
3,"learning mobile apps",358,391,20,"infrastructure",55,1,"All five States"
3,"learning mobile apps",358,391,13,"distribution",55,7,"Parana"
3,"learning mobile apps",358,391,14,"development",55,7,"Parana"
3,"learning mobile apps",358,391,19,"material",55,7,"Parana"
3,"learning mobile apps",358,391,20,"infrastructure",55,7,"Parana"
23,"free Internet access",404,551,13,"distribution",55,1,"All five States"
23,"free Internet access",404,551,20,"infrastructure",55,1,"All five States"
23,"free Internet access",404,551,13,"distribution",55,7,"Parana"
23,"free Internet access",404,551,20,"infrastructure",55,7,"Parana"
36,"video/livestream platforms",557,605,13,"distribution",55,1,"All five States"
36,"video/livestream platforms",557,605,19,"material",55,1,"All five States"
36,"video/livestream platforms",557,605,20,"infrastructure",55,1,"All five States"
36,"video/livestream platforms",557,605,13,"distribution",55,7,"Parana"
36,"video/livestream platforms",557,605,19,"material",55,7,"Parana"
36,"video/livestream platforms",557,605,20,"infrastructure",55,7,"Parana"
13,"education TV",557,605,13,"distribution",55,1,"All five States"
13,"education TV",557,605,19,"material",55,1,"All five States"
13,"education TV",557,605,20,"infrastructure",55,1,"All five States"
13,"education TV",557,605,13,"distribution",55,7,"Parana"
13,"education TV",557,605,19,"material",55,7,"Parana"
13,"education TV",557,605,20,"infrastructure",55,7,"Parana"
61,"training in innovative pedagogical practices",101,290,8,"training",54,1,"All five States"
61,"training in innovative pedagogical practices",101,290,17,"expertise",54,1,"All five States"
61,"training in innovative pedagogical practices",101,290,8,"training",54,7,"Parana"
61,"training in innovative pedagogical practices",101,290,17,"expertise",54,7,"Parana"
51,"ed-tech adoption",332,429,12,"assess",54,1,"All five States"
51,"ed-tech adoption",332,429,17,"expertise",54,1,"All five States"
51,"ed-tech adoption",332,429,18,"vision",54,1,"All five States"
51,"ed-tech adoption",332,429,12,"assess",54,7,"Parana"
51,"ed-tech adoption",332,429,17,"expertise",54,7,"Parana"
51,"ed-tech adoption",332,429,18,"vision",54,7,"Parana"
55,"media access",70,150,12,"assess",53,1,"All five States"
55,"media access",70,150,18,"vision",53,1,"All five States"
55,"media access",70,150,19,"material",53,1,"All five States"
55,"media access",70,150,12,"assess",53,7,"Parana"
55,"media access",70,150,18,"vision",53,7,"Parana"
55,"media access",70,150,19,"material",53,7,"Parana"
4,"guidelines to remote learning",237,406,14,"development",53,1,"All five States"
4,"guidelines to remote learning",237,406,18,"vision",53,1,"All five States"
4,"guidelines to remote learning",237,406,14,"development",53,7,"Parana"
4,"guidelines to remote learning",237,406,18,"vision",53,7,"Parana"
24,"equipment for teaching",363,679,13,"distribution",52,1,"All five States"
24,"equipment for teaching",363,679,20,"infrastructure",52,1,"All five States"
24,"equipment for teaching",363,679,13,"distribution",52,7,"Parana"
24,"equipment for teaching",363,679,20,"infrastructure",52,7,"Parana"
3,"learning mobile apps",233,359,13,"distribution",52,1,"All five States"
3,"learning mobile apps",233,359,14,"development",52,1,"All five States"
3,"learning mobile apps",233,359,19,"material",52,1,"All five States"
3,"learning mobile apps",233,359,20,"infrastructure",52,1,"All five States"
3,"learning mobile apps",233,359,13,"distribution",52,7,"Parana"
3,"learning mobile apps",233,359,14,"development",52,7,"Parana"
3,"learning mobile apps",233,359,19,"material",52,7,"Parana"
3,"learning mobile apps",233,359,20,"infrastructure",52,7,"Parana"
23,"free Internet access",233,359,13,"distribution",52,1,"All five States"
23,"free Internet access",233,359,20,"infrastructure",52,1,"All five States"
23,"free Internet access",233,359,13,"distribution",52,7,"Parana"
23,"free Internet access",233,359,20,"infrastructure",52,7,"Parana"
54,"num of access",147,379,12,"assess",51,1,"All five States"
54,"num of access",147,379,18,"vision",51,1,"All five States"
54,"num of access",147,379,19,"material",51,1,"All five States"
54,"num of access",147,379,12,"assess",51,7,"Parana"
54,"num of access",147,379,18,"vision",51,7,"Parana"
54,"num of access",147,379,19,"material",51,7,"Parana"
54,"num of access",164,213,12,"assess",50,1,"All five States"
54,"num of access",164,213,18,"vision",50,1,"All five States"
54,"num of access",164,213,19,"material",50,1,"All five States"
54,"num of access",164,213,12,"assess",50,7,"Parana"
54,"num of access",164,213,18,"vision",50,7,"Parana"
54,"num of access",164,213,19,"material",50,7,"Parana"
33,"trainning courses",217,310,8,"training",50,1,"All five States"
33,"trainning courses",217,310,13,"distribution",50,1,"All five States"
33,"trainning courses",217,310,17,"expertise",50,1,"All five States"
33,"trainning courses",217,310,8,"training",50,7,"Parana"
33,"trainning courses",217,310,13,"distribution",50,7,"Parana"
33,"trainning courses",217,310,17,"expertise",50,7,"Parana"
55,"media access",520,645,12,"assess",50,1,"All five States"
55,"media access",520,645,18,"vision",50,1,"All five States"
55,"media access",520,645,19,"material",50,1,"All five States"
55,"media access",520,645,12,"assess",50,7,"Parana"
55,"media access",520,645,18,"vision",50,7,"Parana"
55,"media access",520,645,19,"material",50,7,"Parana"
2,"digital resouces",201,225,13,"distribution",60,2,"CIEB summarization"
2,"digital resouces",201,225,19,"material",60,2,"CIEB summarization"
2,"digital resouces",201,225,20,"infrastructure",60,2,"CIEB summarization"
1,"paper-based material",228,247,13,"distribution",60,2,"CIEB summarization"
1,"paper-based material",228,247,19,"material",60,2,"CIEB summarization"
3,"learning mobile apps",252,298,13,"distribution",60,2,"CIEB summarization"
3,"learning mobile apps",252,298,14,"development",60,2,"CIEB summarization"
3,"learning mobile apps",252,298,19,"material",60,2,"CIEB summarization"
3,"learning mobile apps",252,298,20,"infrastructure",60,2,"CIEB summarization"
2,"digital resouces",404,428,13,"distribution",60,2,"CIEB summarization"
2,"digital resouces",404,428,19,"material",60,2,"CIEB summarization"
2,"digital resouces",404,428,20,"infrastructure",60,2,"CIEB summarization"
1,"paper-based material",431,450,13,"distribution",60,2,"CIEB summarization"
1,"paper-based material",431,450,19,"material",60,2,"CIEB summarization"
4,"guidelines to remote learning",465,653,14,"development",60,2,"CIEB summarization"
4,"guidelines to remote learning",465,653,18,"vision",60,2,"CIEB summarization"
2,"digital resouces",742,766,13,"distribution",60,2,"CIEB summarization"
2,"digital resouces",742,766,19,"material",60,2,"CIEB summarization"
2,"digital resouces",742,766,20,"infrastructure",60,2,"CIEB summarization"
1,"paper-based material",769,788,13,"distribution",60,2,"CIEB summarization"
1,"paper-based material",769,788,19,"material",60,2,"CIEB summarization"
3,"learning mobile apps",791,829,13,"distribution",60,2,"CIEB summarization"
3,"learning mobile apps",791,829,14,"development",60,2,"CIEB summarization"
3,"learning mobile apps",791,829,19,"material",60,2,"CIEB summarization"
3,"learning mobile apps",791,829,20,"infrastructure",60,2,"CIEB summarization"
7,"partnership with international agencies",839,875,9,"partnership",60,2,"CIEB summarization"
7,"partnership with international agencies",839,875,15,"collaboration",60,2,"CIEB summarization"
7,"partnership with international agencies",839,875,18,"vision",60,2,"CIEB summarization"
8,"school feeding program",877,920,13,"distribution",60,2,"CIEB summarization"
15,"academic achievements",922,1030,12,"assess",60,2,"CIEB summarization"
15,"academic achievements",922,1030,18,"vision",60,2,"CIEB summarization"
11,"partnership with public institutions",1031,1108,9,"partnership",60,2,"CIEB summarization"
11,"partnership with public institutions",1031,1108,15,"collaboration",60,2,"CIEB summarization"
